NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	82	-0.8528943	-2.9574056	0.0	0.0	0.0	1188	tags=72%, list=8%, signal=78%	
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	165	-0.7322942	-2.7545161	0.0	0.0	0.0	1369	tags=53%, list=9%, signal=57%	
INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.9	INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.9	Details ...	62	-0.81370556	-2.6237295	0.0	0.0	0.0	1111	tags=60%, list=7%, signal=64%	
MITOCHONDRIAL TRANSLATION%REACTOME%R-HSA-5368287.5	MITOCHONDRIAL TRANSLATION%REACTOME%R-HSA-5368287.5	Details ...	93	-0.7364038	-2.6113257	0.0	0.0	0.0	3159	tags=76%, list=21%, signal=96%	
INTERFERON GAMMA SIGNALING%REACTOME DATABASE ID RELEASE 93%877300	INTERFERON GAMMA SIGNALING%REACTOME DATABASE ID RELEASE 93%877300	Details ...	86	-0.7388316	-2.6082454	0.0	0.0	0.0	1192	tags=45%, list=8%, signal=49%	
MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543	MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543	Details ...	103	-0.7250067	-2.5971525	0.0	0.0	0.0	2491	tags=64%, list=16%, signal=76%	
MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME%R-HSA-5389840.3	MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME%R-HSA-5389840.3	Details ...	85	-0.75188357	-2.5866656	0.0	0.0	0.0	2491	tags=74%, list=16%, signal=88%	
MITOCHONDRIAL RIBOSOME-ASSOCIATED QUALITY CONTROL%REACTOME%R-HSA-9937383.1	MITOCHONDRIAL RIBOSOME-ASSOCIATED QUALITY CONTROL%REACTOME%R-HSA-9937383.1	Details ...	83	-0.7522252	-2.5844595	0.0	0.0	0.0	2491	tags=75%, list=16%, signal=89%	
HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	Details ...	155	-0.6898511	-2.5789855	0.0	0.0	0.0	2900	tags=59%, list=19%, signal=73%	
DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	Details ...	164	-0.68049717	-2.5730731	0.0	0.0	0.0	1056	tags=34%, list=7%, signal=36%	
ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	Details ...	74	-0.766656	-2.5726666	0.0	0.0	0.0	1548	tags=46%, list=10%, signal=51%	
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	Details ...	133	-0.6976812	-2.5538995	0.0	0.0	0.0	3084	tags=65%, list=20%, signal=81%	
MITOCHONDRIAL TRANSLATION TERMINATION%REACTOME%R-HSA-5419276.5	MITOCHONDRIAL TRANSLATION TERMINATION%REACTOME%R-HSA-5419276.5	Details ...	86	-0.7425556	-2.5502136	0.0	0.0	0.0	2491	tags=71%, list=16%, signal=84%	
MITOCHONDRIAL TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 93%5368286	MITOCHONDRIAL TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 93%5368286	Details ...	85	-0.74445224	-2.5489953	0.0	0.0	0.0	3159	tags=80%, list=21%, signal=100%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002	Details ...	52	-0.82025206	-2.536987	0.0	0.0	0.0	1192	tags=56%, list=8%, signal=60%	
RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 93%611105	RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 93%611105	Details ...	120	-0.6716833	-2.5140345	0.0	0.0	0.0	2991	tags=63%, list=20%, signal=78%	
SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 93%69239	SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 93%69239	Details ...	100	-0.7079412	-2.4740722	0.0	0.0	0.0	2678	tags=61%, list=18%, signal=74%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	Details ...	38	-0.8242138	-2.4662921	0.0	0.0	0.0	1439	tags=58%, list=9%, signal=64%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	149	-0.6504921	-2.4550662	0.0	0.0	0.0	3164	tags=58%, list=21%, signal=72%	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	Details ...	146	-0.65828526	-2.44492	0.0	0.0	0.0	2960	tags=50%, list=19%, signal=62%	
DNA REPLICATION%REACTOME%R-HSA-69306.9	DNA REPLICATION%REACTOME%R-HSA-69306.9		113	-0.6914377	-2.43682	0.0	0.0	0.0	2755	tags=58%, list=18%, signal=70%	
AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646	AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646		62	-0.72466063	-2.422704	0.0	0.0	0.0	2991	tags=74%, list=20%, signal=92%	
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142	NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142		58	-0.7439137	-2.4165938	0.0	0.0	0.0	3489	tags=83%, list=23%, signal=107%	
ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.8	ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.8		77	-0.722593	-2.4102907	0.0	0.0	0.0	2113	tags=49%, list=14%, signal=57%	
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824	NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824		69	-0.7020926	-2.3973148	0.0	0.0	0.0	1135	tags=39%, list=7%, signal=42%	
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775	MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775		63	-0.7261791	-2.389005	0.0	0.0	0.0	2991	tags=75%, list=20%, signal=93%	
OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119	OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119		68	-0.7078634	-2.3878782	0.0	0.0	0.0	2991	tags=74%, list=20%, signal=91%	
PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986	PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986		41	-0.77544546	-2.386569	0.0	0.0	0.0	2991	tags=88%, list=20%, signal=109%	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773		63	-0.7261791	-2.3839257	0.0	0.0	0.0	2991	tags=75%, list=20%, signal=93%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504		25	-0.86204445	-2.3832672	0.0	0.0	0.0	1192	tags=64%, list=8%, signal=69%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		57	-0.7125581	-2.3830404	0.0	0.0	0.0	2132	tags=44%, list=14%, signal=51%	
NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832	NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832		94	-0.6801499	-2.3804681	0.0	0.0	0.0	1135	tags=35%, list=7%, signal=38%	
ANTIVIRAL INNATE IMMUNE RESPONSE%GOBP%GO:0140374	ANTIVIRAL INNATE IMMUNE RESPONSE%GOBP%GO:0140374		58	-0.7399795	-2.3698862	0.0	0.0	0.0	1053	tags=36%, list=7%, signal=39%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206	PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206		51	-0.7515233	-2.3675058	0.0	0.0	0.0	2991	tags=78%, list=20%, signal=97%	
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904		68	-0.70214087	-2.3581517	0.0	0.0	0.0	2991	tags=74%, list=20%, signal=91%	
PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145	PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145		51	-0.7515233	-2.3569257	0.0	0.0	0.0	2991	tags=78%, list=20%, signal=97%	
S PHASE%REACTOME%R-HSA-69242.5	S PHASE%REACTOME%R-HSA-69242.5		141	-0.6307605	-2.3529904	0.0	0.0	0.0	2749	tags=51%, list=18%, signal=62%	
DNA REPLICATION PRE-INITIATION%REACTOME%R-HSA-69002.4	DNA REPLICATION PRE-INITIATION%REACTOME%R-HSA-69002.4		81	-0.698873	-2.3521554	0.0	0.0	0.0	2678	tags=59%, list=18%, signal=72%	
AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 93%1428517	AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 93%1428517		184	-0.61648315	-2.343239	0.0	0.0	0.0	3003	tags=51%, list=20%, signal=63%	
POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343	POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343		40	-0.7611131	-2.3431365	0.0	0.0	0.0	2031	tags=50%, list=13%, signal=58%	
PROTEASOME ASSEMBLY%REACTOME DATABASE ID RELEASE 93%9907900	PROTEASOME ASSEMBLY%REACTOME DATABASE ID RELEASE 93%9907900		49	-0.75050396	-2.3378394	0.0	0.0	0.0	2793	tags=69%, list=18%, signal=85%	
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME DATABASE ID RELEASE 93%69052	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME DATABASE ID RELEASE 93%69052		71	-0.6936693	-2.337627	0.0	0.0	0.0	2113	tags=52%, list=14%, signal=60%	
COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 93%6799198	COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 93%6799198		53	-0.72709775	-2.3334978	0.0	0.0	0.0	2991	tags=75%, list=20%, signal=94%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478		33	-0.8326545	-2.3318608	0.0	0.0	0.0	1439	tags=64%, list=9%, signal=70%	
ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754	ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754		47	-0.7507651	-2.3300438	0.0	0.0	0.0	2991	tags=81%, list=20%, signal=100%	
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME DATABASE ID RELEASE 93%174143	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME DATABASE ID RELEASE 93%174143		73	-0.69304323	-2.3296955	0.0	0.0	0.0	2113	tags=51%, list=14%, signal=59%	
RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201	RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201		54	-0.7421788	-2.3276722	0.0	0.0	0.0	3468	tags=81%, list=23%, signal=105%	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 93%176814	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 93%176814		62	-0.71007067	-2.3191524	0.0	0.0	0.0	2113	tags=55%, list=14%, signal=63%	
ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218	ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218		129	-0.6242562	-2.3145173	0.0	0.0	0.0	2200	tags=34%, list=14%, signal=40%	
CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 93%73886	CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 93%73886		81	-0.68009484	-2.3119128	0.0	0.0	0.0	2640	tags=57%, list=17%, signal=68%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474		29	-0.82871413	-2.3091774	0.0	0.0	0.0	1121	tags=55%, list=7%, signal=59%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886		24	-0.8627265	-2.3076358	0.0	0.0	0.0	1192	tags=67%, list=8%, signal=72%	
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.5	G2 M CHECKPOINTS%REACTOME%R-HSA-69481.5		108	-0.6479261	-2.3045585	0.0	0.0	0.0	2678	tags=53%, list=18%, signal=64%	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071		43	-0.7669678	-2.30371	0.0	0.0	0.0	1540	tags=56%, list=10%, signal=62%	
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME DATABASE ID RELEASE 93%176408	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME DATABASE ID RELEASE 93%176408		66	-0.69073766	-2.3021686	0.0	0.0	0.0	2113	tags=52%, list=14%, signal=60%	
DNA REPLICATION%GOBP%GO:0006260	DNA REPLICATION%GOBP%GO:0006260		130	-0.6224838	-2.3019433	0.0	0.0	0.0	3478	tags=51%, list=23%, signal=65%	
PROTON MOTIVE FORCE-DRIVEN MITOCHONDRIAL ATP SYNTHESIS%GOBP%GO:0042776	PROTON MOTIVE FORCE-DRIVEN MITOCHONDRIAL ATP SYNTHESIS%GOBP%GO:0042776		41	-0.77544546	-2.300251	0.0	0.0	0.0	2991	tags=88%, list=20%, signal=109%	
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5		61	-0.70572096	-2.2946475	0.0	0.0	0.0	2113	tags=54%, list=14%, signal=63%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883		22	-0.8863997	-2.2918484	0.0	0.0	0.0	1241	tags=64%, list=8%, signal=69%	
SEPARATION OF SISTER CHROMATIDS%REACTOME%R-HSA-2467813.4	SEPARATION OF SISTER CHROMATIDS%REACTOME%R-HSA-2467813.4		145	-0.62816685	-2.2916932	0.0	0.0	0.0	3202	tags=52%, list=21%, signal=66%	
ELECTRON TRANSPORT CHAIN OXPHOS SYSTEM IN MITOCHONDRIA%WIKIPATHWAYS_20250810%WP111%HOMO SAPIENS	ELECTRON TRANSPORT CHAIN OXPHOS SYSTEM IN MITOCHONDRIA%WIKIPATHWAYS_20250810%WP111%HOMO SAPIENS		68	-0.7032289	-2.291547	0.0	0.0	0.0	2991	tags=72%, list=20%, signal=89%	
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 93%1236975	ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 93%1236975		90	-0.6508877	-2.287777	0.0	0.0	0.0	2155	tags=47%, list=14%, signal=54%	
PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501	PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501		19	-0.8902965	-2.2863069	0.0	0.0	0.0	1192	tags=84%, list=8%, signal=91%	
REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 93%453276	REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 93%453276		73	-0.69304323	-2.2857933	0.0	0.0	0.0	2113	tags=51%, list=14%, signal=59%	
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME DATABASE ID RELEASE 93%174184	CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME DATABASE ID RELEASE 93%174184		58	-0.69343865	-2.2793083	0.0	0.0	0.0	3172	tags=62%, list=21%, signal=78%	
