NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDBHALLMARK%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDBHALLMARK%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	152	0.86283517	2.5797243	0.0	0.0	0.0	1024	tags=56%, list=7%, signal=59%	
EXTERNAL ENCAPSULATING STRUCTURE ORGANIZATION%GOBP%GO:0045229	EXTERNAL ENCAPSULATING STRUCTURE ORGANIZATION%GOBP%GO:0045229	Details ...	150	0.8382936	2.4867852	0.0	0.0	0.0	1040	tags=51%, list=7%, signal=54%	
EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062	EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062	Details ...	149	0.83872753	2.479451	0.0	0.0	0.0	1040	tags=51%, list=7%, signal=54%	
EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:0030198	EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:0030198	Details ...	149	0.83872753	2.4788888	0.0	0.0	0.0	1040	tags=51%, list=7%, signal=54%	
COLLAGEN FORMATION%REACTOME DATABASE ID RELEASE 93%1474290	COLLAGEN FORMATION%REACTOME DATABASE ID RELEASE 93%1474290	Details ...	71	0.8744472	2.4279726	0.0	0.0	0.0	900	tags=56%, list=6%, signal=60%	
COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME%R-HSA-1650814.6	COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME%R-HSA-1650814.6	Details ...	53	0.90097463	2.3854132	0.0	0.0	0.0	1040	tags=68%, list=7%, signal=73%	
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	Details ...	63	0.882223	2.3511395	0.0	0.0	0.0	1005	tags=62%, list=7%, signal=66%	
ANGIOGENESIS%GOBP%GO:0001525	ANGIOGENESIS%GOBP%GO:0001525	Details ...	156	0.75377476	2.2761014	0.0	0.0	0.0	1580	tags=47%, list=10%, signal=52%	
COLLAGEN CHAIN TRIMERIZATION%REACTOME DATABASE ID RELEASE 93%8948216	COLLAGEN CHAIN TRIMERIZATION%REACTOME DATABASE ID RELEASE 93%8948216	Details ...	36	0.9265597	2.2727304	0.0	0.0	0.0	816	tags=72%, list=5%, signal=76%	
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	Details ...	200	0.7504808	2.2678506	0.0	0.0	0.0	1933	tags=50%, list=13%, signal=56%	
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%R-HSA-2022090.5	ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%R-HSA-2022090.5	Details ...	48	0.879223	2.2596667	0.0	0.0	0.0	816	tags=58%, list=5%, signal=61%	
COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199	COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199	Details ...	43	0.88819474	2.2537737	0.0	0.0	0.0	1259	tags=70%, list=8%, signal=76%	
PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	Details ...	48	0.8618312	2.2467237	0.0	0.0	0.0	1479	tags=63%, list=10%, signal=69%	
DEGRADATION OF THE EXTRACELLULAR MATRIX%REACTOME%R-HSA-1474228.6	DEGRADATION OF THE EXTRACELLULAR MATRIX%REACTOME%R-HSA-1474228.6	Details ...	87	0.7843658	2.2266924	0.0	0.0	0.0	1519	tags=40%, list=10%, signal=44%	
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	Details ...	111	0.7724988	2.2211852	0.0	0.0	0.0	2229	tags=54%, list=15%, signal=63%	
HEART MORPHOGENESIS%GOBP%GO:0003007	HEART MORPHOGENESIS%GOBP%GO:0003007	Details ...	135	0.74968994	2.2090137	0.0	0.0	0.0	1903	tags=46%, list=13%, signal=52%	
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	Details ...	61	0.80695295	2.1842358	0.0	0.0	0.0	1466	tags=46%, list=10%, signal=51%	
ECM PROTEOGLYCANS%REACTOME DATABASE ID RELEASE 93%3000178	ECM PROTEOGLYCANS%REACTOME DATABASE ID RELEASE 93%3000178	Details ...	48	0.8480055	2.1772585	0.0	0.0	0.0	1479	tags=60%, list=10%, signal=67%	
DISEASES OF GLYCOSYLATION%REACTOME%R-HSA-3781865.4	DISEASES OF GLYCOSYLATION%REACTOME%R-HSA-3781865.4	Details ...	127	0.73740524	2.1739755	0.0	0.0	0.0	1276	tags=31%, list=8%, signal=34%	
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	Details ...	112	0.74408877	2.1675193	0.0	0.0	0.0	1554	tags=34%, list=10%, signal=38%	
GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 93%1630316	GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 93%1630316		118	0.74332005	2.1592958	0.0	0.0	0.0	1802	tags=35%, list=12%, signal=39%	
