NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	Details ...	118	-0.577954	-2.3540297	0.0	0.0	0.0	3755	tags=66%, list=25%, signal=87%	
SKIN DEVELOPMENT%GOBP%GO:0043588	SKIN DEVELOPMENT%GOBP%GO:0043588	Details ...	85	-0.60843486	-2.3381422	0.0	0.0	0.0	2856	tags=49%, list=19%, signal=61%	
INTERMEDIATE FILAMENT-BASED PROCESS%GOBP%GO:0045103	INTERMEDIATE FILAMENT-BASED PROCESS%GOBP%GO:0045103	Details ...	44	-0.6795404	-2.325268	0.0	3.2216657E-4	0.001	2751	tags=61%, list=18%, signal=75%	
CELL JUNCTION ASSEMBLY%GOBP%GO:0034329	CELL JUNCTION ASSEMBLY%GOBP%GO:0034329	Details ...	197	-0.5355636	-2.3147354	0.0	2.4162492E-4	0.001	2307	tags=39%, list=15%, signal=46%	
INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION%GOBP%GO:0045104	INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION%GOBP%GO:0045104	Details ...	43	-0.67622393	-2.3047924	0.0	1.9329994E-4	0.001	2751	tags=60%, list=18%, signal=74%	
REGULATION OF AXONOGENESIS%GOBP%GO:0050770	REGULATION OF AXONOGENESIS%GOBP%GO:0050770	Details ...	67	-0.62491965	-2.2958019	0.0	1.6108328E-4	0.001	3049	tags=57%, list=20%, signal=71%	
CELL-CELL ADHESION%GOBP%GO:0098609	CELL-CELL ADHESION%GOBP%GO:0098609	Details ...	313	-0.5015203	-2.2751174	0.0	2.7511304E-4	0.002	2861	tags=41%, list=19%, signal=49%	
KERATINIZATION%REACTOME%R-HSA-6805567.5	KERATINIZATION%REACTOME%R-HSA-6805567.5	Details ...	43	-0.6661169	-2.263743	0.0	3.6436215E-4	0.003	2751	tags=60%, list=18%, signal=74%	
CELL JUNCTION ORGANIZATION%GOBP%GO:0034330	CELL JUNCTION ORGANIZATION%GOBP%GO:0034330	Details ...	323	-0.4923007	-2.2438421	0.0	5.4021407E-4	0.005	2861	tags=40%, list=19%, signal=49%	
EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	Details ...	124	-0.543076	-2.2213159	0.0	5.8194326E-4	0.006	2882	tags=43%, list=19%, signal=52%	
CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216	CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216	Details ...	122	-0.54457986	-2.2003086	0.0	9.691173E-4	0.011	2398	tags=39%, list=16%, signal=45%	
ACTIVATION OF MATRIX METALLOPROTEINASES%REACTOME DATABASE ID RELEASE 93%1592389	ACTIVATION OF MATRIX METALLOPROTEINASES%REACTOME DATABASE ID RELEASE 93%1592389	Details ...	21	-0.75397795	-2.1961124	0.0	8.883575E-4	0.011	1394	tags=48%, list=9%, signal=52%	
NEURON PROJECTION GUIDANCE%GOBP%GO:0097485	NEURON PROJECTION GUIDANCE%GOBP%GO:0097485	Details ...	133	-0.5262709	-2.188133	0.0	8.942522E-4	0.012	2639	tags=49%, list=18%, signal=59%	
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.5	EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.5	Details ...	255	-0.489191	-2.1873648	0.0	8.3037704E-4	0.012	2914	tags=43%, list=19%, signal=52%	
COLLAGEN DEGRADATION%REACTOME DATABASE ID RELEASE 93%1442490	COLLAGEN DEGRADATION%REACTOME DATABASE ID RELEASE 93%1442490	Details ...	30	-0.6797915	-2.1752958	0.0	0.0010323519	0.016	2277	tags=43%, list=15%, signal=51%	
CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742	CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742	Details ...	125	-0.5306129	-2.1696575	0.0	0.0010287126	0.017	2386	tags=42%, list=16%, signal=50%	
GLYPICAN 1 NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLYPICAN 1 NETWORK	GLYPICAN 1 NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLYPICAN 1 NETWORK	Details ...	22	-0.7356226	-2.1641583	0.0	0.0010823868	0.019	3027	tags=77%, list=20%, signal=97%	
KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216	KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216	Details ...	37	-0.6549759	-2.1640735	0.0	0.0010222542	0.019	2684	tags=49%, list=18%, signal=59%	
INTERMEDIATE FILAMENT ORGANIZATION%GOBP%GO:0045109	INTERMEDIATE FILAMENT ORGANIZATION%GOBP%GO:0045109	Details ...	30	-0.68469787	-2.149082	0.0	0.0012732701	0.025	2751	tags=60%, list=18%, signal=73%	
ACTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0030036	ACTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0030036	Details ...	413	-0.45927227	-2.1488533	0.0	0.0012096066	0.025	3695	tags=43%, list=25%, signal=55%	
ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203	ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203		26	-0.7004319	-2.143165	0.0	0.0014274921	0.031	2059	tags=46%, list=14%, signal=53%	
AXON GUIDANCE%GOBP%GO:0007411	AXON GUIDANCE%GOBP%GO:0007411		132	-0.52132505	-2.132124	0.0	0.0016274467	0.036	2639	tags=48%, list=18%, signal=58%	
